review,label
"Lifeforce starts in outer space where the HMS Churchill tracks Haley's Comet & it's equipment detects a 150 mile long alien spaceship in the head of the comet, unable to contact Earth because of interference Colonel Tom Carlsen (Steve Railsback) decides this is the one & only chance to investigate it. Going outside in spacesuits Carlsen & some of his crew enter the mysterious spaceship & find the remains of a bat like race of creatures & three perfect looking humanoids, two men (Chris Jagger & Bill Malin) & a beautiful woman (Mathilda May) all of whom they take aboard the Churchill. Thirty days later & back on Earth the Churchill is detected on radar, a rescue mission is sent up only to discover the spaceship is burnt out & all the crew supposedly dead. The rescue team do find the three humanoid aliens though & take them back to Earth where in a space research center in London they come back to life & start to literally suck the lifeforce out of human victims who then in turn need to do the same to stop themselves turning into dust, things look grim as the epidemic spreads throughout London...<br /><br />This English production was produced by the notorious Menahem Golan & Yoram Globus who during the early 80's were responsible for lots of cheap low budget action flicks under their production company Cannon usually starring Chuck Norris & they wanted to move into the big time & signed director Tobe Hooper up on a three film deal (which were this Lifeforce, the Invaders from Mars (1986) remake & The Texas Chainsaw Massacre 2 (1986) a sequel to Hooper's own classic) all of which flopped & basically bankrupt both Golan & Globus & Cannon was no more. Anyway, despite being a commercial flop at the box-office I have to say I think Lifeforce is a highly enjoyable, if rather silly sci-fi horror. When originally released into theatres back in '85 Lifefore was cut down to 101 minutes by Golan & Globus but over the past few years the longer 116 minute cut has all but replaced it on DVD, VHS, Laserdisc & TV although apparently Hooper's original cut of the film ran for 128 minutes so there's even more footage out there somewhere. I will be basing my comments on the longer 116 minute cut, the script by Dan O'Bannon, Don Jakoby & uncredited rewrites by Michael Armstrong & Olaf Pooley was based on the 1976 novel 'The Space Vampires' by Colin Wilson & has many extraordinary ideas, it's scope is truly ambitious & one felt that it ends up being a bit of a mess but a hell of an entertaining one. It moves along like a rocket & at heart there's a really interesting story here although the film gets itself into a tangle. There are also some hilarious moments in Lifeforce, the scene when the security guard tries to convince the naked female Vampire to surrender by offering her a half eaten biscuit is a true camp classic, the horribly overwrought hypnosis scenes including the one where Railsback ends up kissing Patrick Stewart & many, many more besides. I don't know, call me weird but I just thought Lifeforce was tremendous fun & highly entertaining in just about every way, from silly character's, odd dialogue, strange ideas that never quite come together & some terrific visuals Lifeforce certainly isn't a film that will bore you.<br /><br />Director Hooper had just about more money here to play around with than he ever has (double what he had for Poltergeist (1982) even) & he uses every bit of it to bring this spectacular film to the big screen, John Dykstra the guy responsible for Star Wars (1977), Star Trek: The Motion Picture (1979) & more recently Spider-Man (2002) was brought in to handle the visual effects & generally speaking they look fabulous. The sequences set in outer space with spaceships in particular look great, there's also some really good visual effects back on Earth including the destruction of London as 100's of blue souls fly around everywhere. There's some nudity but not much gore, there are some withered corpses, a few gunshot wounds, the skin on someones hand peels off, blood spurts from someones eyes, nose & ears & there's a severed arm as well as some zombies. The special make-up effects are also generally very good. I wouldn't say Lifeforce is scary as such as it's more of a sci-fi film than horror, I loved the way Hooper shoots the outer space sequences as he keeps rotating his camera to effectively capture the feeling of weightlessness & that there is no 'solid' floor as it were.<br /><br />With a supposed budget of about $25,000,000 it made less than half that in it's theatrical run & hasn't set the world alight on video or DVD either which is a shame because although it's a bit of a mess it's very enjoyable to watch. Shot on location in England. Well filmed in 2:35:1 widescreen, the 4:3 cropped image is horrible & cuts huge chunks of information from both sides of the screen, this is most noticeable during the opening scenes set in outer space where sometimes it's hard to make out what's going on & the sense of the vastness of space & the alien spaceship is lost. The acting is OK in a very silly film, Patrick Stewart replaced Sir John Gielgud, Nancy Paul replaced Olivia Hussey, Frank Finlay replaced Klaus Kinski while Anthony Hopkins turned the role of Caine down.<br /><br />Lifeforce is a bizarre film, no two ways about it really & anyone looking for something simple & straight forward should look elsewhere. Anyone looking for something a bit different in the sci-fi genre than give Lifeforce a go as it's one of those so bad it's good films with some impressive effects & it isn't your average run of the mill film by any means.",1
"I remember going to see the movie in the summer of '78 with my parents, and being pretty into it at the time. Of course, I was seven at the time.<br /><br />Right before the Jackson movies came out, my wife and I rented this movie since she had never seen it and I was feeling nostalgic.<br /><br />Ralph Bakshi ran out of money about mid-way through the animation process for this movie, and was forced to drastically cut corners on this production. Since this movie was done primarily with rotoscoping, the animation technique for people on a budget, this is saying something. Much of this movie is animation only in the very loosest sense of the word. There are some scenes which are very obviously just people standing in front of a screen, with maybe some animation effects superimposed on top of them.<br /><br />Because of budget constraints, the movie -- already a compression of ""The Fellowship of the Rings"" and part of ""The Two Towers"" -- was pared down even more. What you get is sort of like a film-strip version of the Cliff Notes of the books.<br /><br />Its not all bad, though, the animation brings a warmth to it, that I found lacking in the Jackson movies. Its nice to imagine what it could have been like with decent funding.<br /><br />This movie is also noteworthy for having the sequel which never came. Several years later, a half-hearted half-hour long TV special was aired, which was meant to wrap things up. All I will say about that is that it was a musical.",0
"""Two wildlife photographers are traveling through the Amazon River basin on their latest assignment. While trying to capture the wildlife of the area on film, our photographers cross paths with a game hunter, who is stalking the animals for another reason. Looking to eliminate the witnesses to his illegal activities, the hunter decides toÂ?"" according to the DVD sleeve's synopsis. <br /><br />Handsome guide Peter Brown (as Jim Pendrake) takes pretty blonde Ahna Capri (as Terry Greene) and her good-looking brother Tom Simcox (as Art Greene) into the Venezuelan jungle, to admire the view, and take wildlife pictures. After they hook up with hunky big-game hunter William Smith (as Caribe), psychological dramatics surface. <br /><br />A pivotal scene, with Mr. Brown reposing in the ""vee"" of a tree, and sharing a cigarette with Mr. Simcox, is nicely staged. The circular direction reappears in the later ""fight"" between Brown and Mr. Smith; and, it is effective. Simcox' early sex romp adds nothing to the story; it could have been cut, to take advantage of what seems like flirting between the Brown and Simcox characters. An attraction between Brown and Ms. Capri could have been played up, also. <br /><br />The music, including Jim Stein's ""Love All Things That Love the Sun"", is fine; but the film needs to be re-tracked, to cut out animals which do not appear on screen. And, there is far too much superfluous footage on display. ""Piranha"" is a case where less would have been more.",0
"Ever since I first encountered the Divine Ms Merkerson as a sex therapist in Spike Lee's ""She's Gotta Have It"" I have been sold on the range of this exceedingly gifted yet terribly underrated actress. She received an Emmy for her portrayal here and to say it is well-deserved is a masterpiece of understatement.<br /><br />Here she simply shines as THE guiding force and hand in her community. This was especially poignant for me for I grew up in this very same time period. The production detail was phenomenal and evoked wooooooooooooooonderful memories of life and times during the 50s & 60s and of women like Ms Merkerson portrayed. She was thoroughly and ably accompanied by a hot, hot cast with performances one would enjoy over and over again. I first saw Macy Gray's name in the credits and went ho-hum. Her performance was so good, I didn't even recognize her until about a 3rd of the way through. I am especially proud of the obvious care and attention to detail to produce a feel and look of another beautiful era in African-American culture that is very tastefully done.<br /><br />Another very interesting aspect is that the project was less concerned with the racial fabric of the times but infinitely more attuned to the richness of the characters and the emotional diversity they provide to exemplify that in the final analysis it is about the choices we make and to what extent we accept responsibility for those choices.<br /><br />This is a worthy, elegant presentation of African-American life and is most assuredly destined to become a classic. You owe it to yourself to have this as part of your collection.<br /><br />I highly recommend.",1
"I won't spoil it for you. Although you probably could care less if it was spoiled (you'll know what I mean after you watch it) Poor story. B-rated movie quality. Typical horror -stupid situations- rare timing. I should of known, when they try to push a lot of hype in their advertising or even add ""quotes"". Just tells me that the movie bombed big time. And they are trying to pull in everyone just so they can break even with to cost of making this bomb. I wish I could take back the time I spent watching this. I was stupid and thought that there just had to be something great around the corner. But I kept getting let down. I don't usually waste my time adding comments to any movie. In fact, this is my second post. I just felt maybe I could spare a few of you from wasting money on something that had a bunch of hype on it.",0
"I generally like this movie a lot. The animation is supreme: meaning they took to trouble to animate the hair and fur on animals and people. And being an amateur at graphics and animation (self teaching myself through books. For those who are curious on the same matter, I use the program Gmax by Discreet. It is a high quality free program that can be downloaded from the internet) I see that the quality of animation shown here is of high standards.<br /><br />The plot of this movie is good. Though this movie lacks character development, this story is still understandable. Generally, I believe that this movie is primarily should be watched by people who are fans of the game as its plot closely follows the game. As for me, I do not play the games and therefore I don't have the wowing effect it probably does on fans of the game.<br /><br />For those who like the game, I suggest this movie to you, and if you haven't played the game, I would still recommend this movie to you.",1
"<br /><br />Get your brewskies out and enjoy this flawed action flick. Speakman's considerable kempo skill (nice spin kicks, decent with the sticks - poor couch!) is the only redeeming quality of a movie that just cries bad acting. The plot isn't half bad; just executed pretty poorly. But if you're seeing this movie for anything other than martial arts, you're missing the boat entirely. And for a movie that is supposed to take place in Koreatown, way way too few Korean actors (even extras).",0
"This film, released in 1951, has the usual elements typical of the westerns released during the 50's; the cavalry needing to protect the territory from a murderous band of Indians, an officer determined to see that task through, and the men with him with various character flaws that he has to merge together into a cohesive unit. This small band must hold on to a fort located close to the Indian village until reinforcements arrive. The Indians know, all to well, that the small band is undermanned, and could be wiped out before the help comes. One major difference for this film, ""Only the Valiant"", is that it attempts to play out the usual storyline, but at the same time, deliver the message that duty is a paramount concern to be shared by all, even if they don't accept that charge.<br /><br />Gregory Peck embodies the tight-lipped captain of the troop that has to prevent the Indians from breaking out into the territory. The troopers that he takes with him to the small outpost are the dregs of the troop at the fort; they, in turn, have gripes or weaknesses that cause them to wonder if the captain hasn't taken them out because of their general lack of devotion to a cause. Eventually, the captain and the small band confront the hostiles, and at the same time, each confronts his own flaw. The cast includes western stalwarts such as Ward Bond, Gig Young, Neville Brand, Lon Chaney, Jr., and Warner Anderson. <br /><br />A sleeper of a film, and a good solid western for fans of this genre.",1
"One of the last surviving horror screen greats - Conrad Radzoff - dies and has his body placed in a mausoleum with televised-before-death snippets of the great Conrad greeting you as you visit. Unfortunately for him and his captors, Conrad's body is ""borrowed"" by a gang of four boys and three girls and taken to a huge manor where they drink with him, toast him, dance with him, laugh with and at him, and then put him to bed in a casket which just happens to by lying in a room upstairs. News of the missing body reaches Radzoff's widow and her friend(who happens to be proficient in the black arts) and she holds some kind of ceremony that brings Conrad back to life so he can, in his own words, get ""an eye for an eye, a tooth for a tooth."" Well, Frightmare is an interesting ""bad"" film. Sure, it is cheap. The sets look like they were borrowed(which I am sure they were). The special effects and blood and guts are done liberally and with little credibility. The acting is average to below average with a few exceptions. Jeffrey Combs of Re-Animator fame is in tow, but really he does little in this rather thankless role as a horror obsessed teen that needs to steal a dead man's body for kicks. None of the ""kids"" except the pretty girl playing Meg is any good. Nita Talbot plays the ""friend"" of the Radzoffs with withering interest. Also, look for the big - I mean big - guy that plays the policeman. That is Porky himself of Porkys fame. But thankfully for all of us, one performance does rise above the material. Ferdy Mayne, an oft overlooked actor from Germany who had Christopher Lee features and did star as a vampire in The Fearless Vampire Killers, does a more than commendable job as the aging horror icon in public life and a real demon of a man in private life. Conrad Radzoff in a bad human being in life, living solely for his own pleasures and we see him kill twice before he is even dead(obviously none of the swinging teens at that point). Mayne is able to look very regal, speak very elegantly, and convey menace with ease. If for no other reason, one should see Frightmare for his performance. I do; however, believe that when they showed black and white clips of Radzoff that they used Christopher Lee footage(anyone have any thoughts?). Anyway, one can guess what happens and it does indeed: Radzoff goes out and goes after the kids that disturbed his peace. Again, the formula is trite and overused. The acting for the most part is anemic, and the direction oh so ridiculous. But Mayne gives a good performance in a sea of ineptitude. Definitely worth a little peek. Watching Mayne keep popping up on screens in his mausoleum brought a wry smile to my lips each time.",0
"Thanks to Warner Archive, I can once again see this mammoth variety show which throws in everything but the kitchen sink. (The bathtub, however is present.) This film gives screen time to every person who was under contract to Warners at the time. If some of the artists seem unfamiliar to some, it is because they were big in the silent days, and most faded with the popularity of the talkies. There are some truly remarkable artists from the vaudeville era as well. You will be most impressed with Winnie Lightner, who performs two numbers. Also there is that French star, Irene Bordoni who croons a love song in a sexy manner. Perhaps one of the biggest highlights is the two-strip Technicolor ""Chinese Fantasy,"" which has been restored for this version. It is truly beautiful and it stars Myrna Loy and Nick Lucas. Finally, there is the massive ""Lady Luck"" finale which goes on for nearly a quarter of an hour. This is truly an epic of the early-talkie era. Any old-movie buff will love this.",1
"MINOR PLOT SPOILERS AHEAD!!!<br /><br />How did such talented actors get involved in such mindless retreaded<br /><br />drivel? Robert DeNiro plays a Dumb Hollywood version of the standard<br /><br />violence prone tough cop (i.e., he beats up the bad guys and rolls his<br /><br />eyes at cops who prefer to stick by the book), and Eddie Murphy plays a<br /><br />not so tough cop who would rather be an actor (i.e., he screams out,<br /><br />""Freeze, police!"" and has his ""tough look"" down pat). Naturally, they<br /><br />are partnered when Bobby's loose cannon tactics get him in hot water<br /><br />with the media and he is essentially blackmailed into starring in a<br /><br />""Cops""-like reality show. Take a breath, cuz that's as funny as it<br /><br />gets.<br /><br />No energy was put into the script - it feels like a pale retread of<br /><br />every copy buddy movie tossed into a blender with ""15 Minutes"" starring,<br /><br />yes, DeNiro himself as, pretty much the character he is playing here. <br /><br />The jokes fall flat, the action feels listless, and no one seems to be<br /><br />having a good time. It's dead on the screen.<br /><br />Please don't waste your time. Even if you have an overwheming affinity<br /><br />for one of the actors - avoid it and do them a favor. Becauze if this<br /><br />makes money, these kinda of scripts will be deeemed perfectly acceptable<br /><br />for actors of their quality.<br /><br />And to Mr. DeNiro. You used to make serious films. I remember them -<br /><br />they were good. You were nominated for awards for them - remember how<br /><br />much fun that was? Now after ""Analyze This"" (which was good), ""Meet the<br /><br />Parents"" (which was also good), and ""The Adventures of Rocky and<br /><br />Bullwinkle"" (which was NOT good), I think we need to see you parodying<br /><br />yourself less, and BEING yourself more. ""Casino"" feels like a long time<br /><br />ago. And no, I don't count ""15 Minutes"" as serious Bobby. Anyone who<br /><br />took that media satire seriously must get their weekly world news",0
Bottom has been my favourite sitcom ever since i saw it on t.v and the movie is even better if your a bottom fan i say this is a must buy!!! the plot is that Eddie and Ritchie run a hotel named guest house Paradise but not all goes right for them as customers leave until a famous actress come to stay they try there best to impress her but not all well go right this is a upbringing to British cinema so buy this and you will wet yourself with laughter. also starring Simon Peggi (shaun of the dead) and also bill neigh (love actually) it might of not done good in the box office or by the looks of it on this website but don't listen to them buy this and i swear you will love it,1
"Great premise, poor execution. Cast of great actors is watered down into a poorly written, poorly directed, poorly edited, waste of film. Only redeeming quality is the numerous shots of the food.<br /><br />Joan Chen, Mercedes Ruehl, Kyra Sedgwick, and Alfre Woodard should fire their agents.",0
"If your looking for a movie with fantastic music, nice cast and a storyline that is not to difficult to understand; FAME is for you.<br /><br />I have several scenes that i love in this movie; some make you laugh, others make you contemplative. The editing i think is wonderful, really fast and often funny. Shure, maybe there would have been some more potential in the whole thing, all the story's stay somehow on the surface; maybe a bit too many characters are involved.But I don't care, because the real stars are...<br /><br />...the musical scenes! One of my favorites: the hot-lunch-jam sequence. That piece is just so raw, funky and filmed in a special way (handcamera-style in ""music-hell-breaking-loose""), its just electrifying! I miss this raw energy in todays music-clips; the only similar energy I found perhaps in Bette Midlers ""the rose"", all of the concert footage.Its about capturing something ""wild"" that is ""realy"" happening, and not doing it just perfect; take by take.<br /><br />So, FAME is a wonderful nostalgia-trip to when synthesizers where heavy and walk-mans not available.I recommend it once a year; sure not for everyone.",1
"somewhere i'd read that this film is supposed to be a comedy. after seeing it, i'd call it anything but. the point of this movie eludes me. the dialogue is all extremely superficial and absurd, many of the sets seemed to be afterthoughts, and despite all the nudity and implied sexual content, there's nothing erotic about this film...all leaving me to wonder just what the heck this thing is about! the title premise could have been the basis for a fun (if politically incorrect) comedy. instead, we're treated to cheap, amateurish, unfinished sketches and depravity and weirdness for its own sake. if i want that, i'll go buy a grace jones cd.",0
"What a terrible movie. The acting was bad, the pacing was bad, the cinematography was bad, the directing was bad, the ""special"" effects were bad. You expect a certain degree of badness in a slasher, but even the killings were bad.<br /><br />First of all, the past event that set up the motive for the slaughter went on for 15 or 20 minutes. I thought it would never end. They could have removed 80% of it and explained what happened well enough.<br /><br />Then, the victims were invited to the ""reunion"" in an abandoned school which still had all the utilities turned on. One of the victims thought this was a little odd, but they dismissed it and decided to break in anyway.<br /><br />Finally, the killings were so fake as to be virtually unwatchable.<br /><br />There is no reason to watch this movie, unless you want to see some breasts, and not very good breasts at that. This movie makes Showgirls virtually indistinguishable from Citizen Kane.",0
"This story was never among my favourites in Christie's works so I was pleasantly surprised to quite enjoy this adaptation. The mouse motif was effective if a little overdone, the bones of the story are there although more emphasis is placed on the 'crime in the past' subplot. The students were all pretty much as I imagined them although its a pity they weren't a more cosmopolitan bunch - perhaps the revised thirties setting didn't allow for that! I thought some very daring risks were taken with the filming; perhaps its because I've not long re-read the book but it seemed pretty obvious to me who the murderer was from their appearance in some reveal shots quite early on.<br /><br />Humour was much more prevalent in these early Poirots. Sometimes it works but I found a lot of it rather heavy handed in this episode (though I did smile at the 'Lemon sole' throwaway line). Altogether though, a solid entry in the series though not one of the best.",1
Liked Stanley & Iris very much. Acting was very good. Story had a unique and interesting arrangement. The absence of violence and sex was refreshing. Characters were very convincing and felt like you could understand their feelings. Very enjoyable movie.,1
