Unnamed: 0,type,review,label,file
61345,train,"A soldier with a rich sexual fantasy and lots of time on his hands (or better said, with his hands). An obese man competing in eating contests. A taxidermist. What do they have in common? Well.. Quite simply put.. Part of their genes. They are, respectively, the grandfather, the father and the son. Welcome to Taxidermia, perversity grand central.<br /><br />The film plays out in three parts. Starting with the soldier, followed by the obese man, followed by the taxidermist. At the end of each part the connection to the next is worked out, and it all makes sense, in a twisted way.Each of the parts is a barrel of laughs, dark and grim in its own. Often disgusting and revolting but most of the time just hilariously cynical.<br /><br />Effects used are mediocre at best but that doesn't harm the film too much - it is mostly the comedy value that is to be appreciated. Way of filming is off the beaten track, but not so far that it becomes disturbing or genuinely brilliant.<br /><br />Sick, gruesome and deviant. I love it.<br /><br />9 out of 10 kilograms of lard eaten",unsup,20210_0.txt
71689,train,"holy crap.i thought this was a great movie.it is a made for TV movie,but it is better than most TV movies,and even comparable to some theatrical releases.the premise is not new,family moves into a new community after a break-in at their old house, to start a new life.things seem great in the new community,but then things start happening.i won't say anymore except that there is a psycho stalking the family.and let me tell you,this psycho is really nuts.but what really elevates this movie is the acting.which i thought was fantastic.there's also lots of tension ans suspense to keep you unnerved.this is a very entertaining movie,deserving of a higher rating than it currently has.i've seen a few TV movies of the genre and this is one of the better 1's.my vote for 'Love Thy neighbour': 9/10",unsup,29521_0.txt
37715,train,"This would have worked a lot better if it had been made as ""Mitchell in Malta."" At least then we would have been spared the sight of Joe Don Baker running around an otherwise scenic Mediterranean locale clad in that ridiculous looking cowboy outfit...not to mention acting like an Old West gunslinger. Mitchell being Mitchell, the film wouldn't have suffered from a lack of gratuitous police brutality either. Oh well. At least the comic comments of Mike and the Bots made this enjoyable fare as an episode of MST. I can't imagine watching it on it's own, however.",pos,10194_10.txt
60940,train,"The 2 stars go to Eliza Dushku - without her I wouldn't have bothered to continue with this snooze-fest! <br /><br />Firstly this looked like a low/no budget movie and reduced it to looking like a student film. That, and also it felt like the concept may have been an idea for a short but was then stretched out into a ""feature""... It really doesn't work because there is no real drama here - I didn't feel like I could know the 4 main characters - the only character who seemed to have an attempt at becoming multi-layered is Renee.. From the mention of wanting to be with a girl and then befriending the waitress, who seemed like she could be a lesbian, a new layer began to unravel for Renee. Ellis who felt threatened by this didn't react the way Renee (and possibly the people in the audience) expected. It was supposed to be a turn on but it back fired and their relationship inadvertently came under scrutiny.<br /><br />I liked the ending for Renee, in that she left the waitress' number behind and we don't know if it was by accident or if on purpose to commit to her relationship with Ellis. There was something endearing about that...<br /><br />But this in itself was not enough to make this movie worth a see - I think Dushku fans (including myself) will watch this just for her and will be glad to finally see her in something, anything... however it makes one wonder why on earth she did this! She is capable of so much more and it's sad to see her career not really going anywhere :( The rest of the cast were just okay - Macaulay Culkin is miscast, you can't help but see the home alone kid only he's gotten old and ugly! There is no attempt on his side to change his look and to be taken seriously as an adult actor either. The other two who I have never seen before are quite wooden and contrived.<br /><br />Final thought - don't bother! Sorry Dushku but what were you thinking?!",unsup,19848_0.txt
55361,train,"In the real world people learn from mistakes. Players in Hollywood apparently feel no need to learn from mistakes. Case in point: METHOD. This beautifully shot but badly edited film is eerily similar to the beautifully shot but badly edited film THE WEIGHT OF WATER. Producers of these films obviously spent a lot of money on stars, sets, costumes, locations, equipment, etc. Directors of these films actually had good story to work with. Yet, in the end, both films don't work. In an attempt to dazzle the audience by interweaving the past with the present using slick editing techniques, the directors weaken the credibility of the story as well as confuse the audience. Regarding the story lines, both employ some type of mysterious karmic influence between people of the past and people in the present. Although this is probably a good plot device, it has to be believable, which it isn't in these two movies. Once last point: Elizabeth Hurley happens to be in both of these movies. I would love to know if she tried to point out to the producer and director of METHOD that THE WEIGHT OF WATER was very similar and didn't really work. If she did, why didn't they listen? And if she didn't, I guess she only wants to collect a paycheck.",unsup,14826_0.txt
28566,train,"I tried to finish this film three times, but it's god awful. Case in point: mom and daughter drive up to the bed and breakfast,mom stops for gas, crazy gas station weirdos mad at her hubby whose running the B&B try to rape her. She escapes, heads to B&B and instead of hubby going ballistic and she wanting to call the cops, story just continues with lukewarm behavior on both their parts. Wow.<br /><br />Other action logic deficits abound. Acting is also lukewarm, and the next door neighbor's warning is delivered in a really corny, badly acted moment.<br /><br />Moments of intense gore/death unevenly interwoven with lukewarm scenes of time-filler interplay between characters.<br /><br />Less focus on gore, more focus on mood and story would have been appreciated.",neg,1960_1.txt
733,test,"I do not like Himesh Reshamiya. I do not like his singing too. But his songs are a craze in India, especially among commoners. Now when he ventured to become an actor Â? that was a big joke! What guts he has to reap as much as he can in his prime time. I did never want to see this movie. But one thing changed it. The movie becoming a super-duper hit! After 2 weeks, Aap Ka Saroor has raked box office collection of 14 crores Â? compared to Apne that has collected 7 crores in the same 2 weeks. If I can sit through Apne and Rajnikant's absurd Sivaji Â? I should give this movie also a try to understand what stuff this movie has got that made it such a big hit? The story is about the real life singer Himesh Reshamiya (HR) who has gone to Germany for a concert and falls in love with Riya (Hansika Motwani). A German lawyer Ruby (Mallika Sherawat) loves Himesh. Now Himesh is arrested for a murder. The mission of Himesh (in last 40 minutes) after he runs away from jail is to prove himself innocent and find the real murderer.<br /><br />Let me say that Himesh has nothing in him to become a hero. He tries hard but fails miserably. He is pathetic. I was thinking what could have made the movie click so much? Let me find something positive.<br /><br />First, the saving grace of the movie is the script till the point Himesh runs away from the jail. (But after that the movie nose dives into unbearable stupid limits) Second, the songs of the movie are good, catchy, crowd puller numbers. Third, Mallika Sherawat Â? she looks gorgeous and acts well too, as the second lady. I can imagine fans of Mallika coming to see the movie just for her. Fourth, the cinematography of the movie is pleasing Â? especially the German locales, are a treat to watch for the eye. Fifth, the major portion of the story is a love story between Himesh and Riya Â? with clichÃ©d dialogues that would probably connect to young crowd. Sixth, the Director Prashant Chadha has done a decent job in covering the pathetic acting skills of Himesh as much as possible with shots that don't need Himesh to act much.<br /><br />The heroine Hansika Motwani looks like a small budget film heroine. Raj Babbar is wasted in a small role. Overall the movie is a below average.<br /><br />I was thinking throughout the movie Â? what if the same movie script was done with Salmaan as the main lead. I think it would have had been a much better affair. May be then I would have given the movie 6 out of 10. But nowÂ? (Stars 4.5 out of 10)",neg,10660_4.txt
54985,train,"""One Last Dance"" is another one of those movies whose bad word of mouth will puzzle a lot of viewers. While the major subplot has been done a hundred times before (frequently better), the music and dance are superb. Further, while Lisa Niemi (Mrs. Patrick Swayze) is a pretty inept actress, her camera setups superbly capture the dance. Besides, ""One Last Dance"" boasts one superb performance, that of George De La Pena (""Max""). With this movie, Lisa Niemi, for better or worse, clearly establishes herself as both the brains and drive behind Patrick Swayze.<br /><br />Hopefully, ""One Last Dance"" will usher in a whole series of dance films, both comedies and dramas; and one could certainly do much worse than the dance team of Swayze and Niemi.<br /><br />I give ""One Last Dance"" a ""7"".",unsup,14488_0.txt
19807,test,"I am no Ebert. What I am is a compassionate and I have never felt more compassion for a fictional character than I felt for Leland P. Fitzgerald. Sorry if I do not offer a critique, but I see nothing but perfection in this film. I am sure that many who watch this film will never see the same things I do, but if you look hard enough maybe you will see something you weren't expecting. I've read that the character of Leland was flawed. It seems to me that who wrote this was not able to see past the Question this movie presents. I feel sorry for anyone who doesn't see the answers this movie delivers. Open your heart more than your mind and you may be able to let this Leland P. Fitzgerald show you a world that truly has a meaning. Excepcional story with extraordinary acting. Ryan Gosling deserves to be talked about.",pos,5327_10.txt
11232,test,The worst movie ever made. If anyone asks you what is the worst movie you've ever seen - tell them Plump Fiction. Of all the movies I've ever seen this gotta be the most lame experience. Even the poorest sequels are pure masterpieces compared,neg,8860_1.txt
88898,train,"Cool calculus - this was my first feeling when I saw this very disappointing Chinese film. Chen Kaige was years ago a good director, but now he wanted to beat the attractions of Ang Lee's ""Crouching Tiger, Hidden Dragon"" and Zhang Yimous ""Hero"". No chance at all... One of the wonders happens in this picture en-route all five minutes could be need by this complete failed spectacle itself. This noticed seemingly the owner of the US-rights and cut 25 minutes out of this movie. So it takes more speed, but this act of castration makes this poor martial-arts-entertainment not better. Don't waste your time, there is no suspense, no atmosphere, no dramatic and no convincing action at all. I give ** out of ten stars.",unsup,45009_0.txt
8152,test,"First off, I just watched a movie on SHOWTIME called Survival Island. It says it was a 2006 movie with Billy Zane and since I like him and couldn't sleep I thought I would check it out. Looked interesting. Watched it, and decided to look up on the IMDb who was this new face Juan Pablo Di Pace and OMG I could not believe it, this movie has been renamed THREE and will be a new movie?? It is playing again in 1 hr and 30 mins on Showtime Channel again and this date is May 28 and EDT or Florida time. You can check your showtime listings by title and see it. I wont get into details so you can see the movie but at one point there is a lady in a white bikini that goes into the water taking it all off, you see her naked body.... when she runs back out of the water you see her bottoms on. Funny, there are a lot of other mess ups too. I can't believe by coincidence I decided to look up this movie... Go figure! Wonder if the people renaming it sold it to some movie studio to put out but it is already playing on Showtime, ha ha. Good laugh. I give it 1-1/2 stars. C-, D+ movie.",neg,6088_1.txt
48611,train,"Two adventurous teenagers, best friends, take a trip to Thailand for one last experience before separating and going off to college. It seems like a fun time of touring an exotic land, until they meet an attractive stranger who seduces them into taking a trip to Hong Kong and puts drugs in their luggage. They get nabbed by the local police and find that justice in Asia is very different from justice in the U.S.<br /><br />This is the main story line for ""Brokedown Palace"" and it was a good one. The film does a decent job of portraying the arbitrary and corrupt justice systems of third world nations. Actually, the portrayal was rather mild, as the prison conditions are often far worse than depicted. It serves as a reminder that no matter how bad we think our justice system is, it is pristine by comparison to much of the rest of the world.<br /><br />Unfortunately, there were too many contrived situations in the film that hampered the story. The whole escape attempt was bogus fantasy. To think that friends would be able to smuggle money for a bribe into the prison in a padded bra, and not be discovered by the guards who were systematically checking everything brought in from visitors, assumes that either the guards or the viewers are utter blockheads.<br /><br />The story also fails to bring closure to the nagging question of how the drugs got in Alice's (Claire Danes) backpack. Did she actually agree to transport the drugs? We are left to guess. It was intriguing to be kept guessing about the girls' innocence throughout the film, but we finish the movie never really knowing if one or both of the girls might be guilty. Except for this considerable flaw, the ending was excellent and the results unexpected.<br /><br />The acting by Claire Danes and Kate Beckinsale was very solid and well done. Danes, who has been oversold and over hyped, actually arrived as an actor in this film. Though her portrayal was frequently immature (as was her character), she improved as the film progressed and the circumstances became more dire. Beckinsale, in contrast has been flying under the radar her whole brief career and shines as the goody-two-shoes who suddenly finds herself in prison. Her's was the best performance in the film.<br /><br />Bill Pullman was miscast as the lawyer. His wry and diffident style is an asset in films like ""While You Were Sleeping"", but as a lawyer in a third world country on a crusade to free two innocent girls from injustice, he had the wrong personality.<br /><br />The tourist's look at Thailand was interesting, but it didn't make me want to go there.<br /><br />Overall, an entertaining film made implausible in parts by the insertion of some ridiculous scenes. I gave it a 7/10.",pos,8751_7.txt
34610,train,"This has to be the worst piece of garbage I've seen in a while.<br /><br />Heath Ledger is a heartthrob? He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. <br /><br />Orlando Bloom is a heartthrob? With the scraggly beard and deer-in-the-headlights look about him, I can't say I agree.<br /><br />Rachel Griffiths was her usual fabulous self, but Geoffrey Rush looked as if he couldn't wait to get off the set. <br /><br />I'm supposed to feel sorry for bankrobbers and murderers? This is a far cry from Butch Cassidy, which actually WAS an entertaining film. This was trite, cliche-ridden and boring. We only stayed because we were convinced it would get better. It didn't.<br /><br />The last 10-15 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel, and women and children are dying because of their presence. That's not funny. But it was funny when they walked out of the hotel with the armor on, because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say ""I'll bite yer leg off!"" We were howling with laughter, as were several other warped members of the audience. When we left, pretty much everyone was talking about what a waste of time this film was.<br /><br />I may not have paid cash to see this disaster (sneak preview), but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.",neg,73_1.txt
89273,train,"There were quotes on the cover saying stuff like ""...the best zombie movie ever made!"". There is no way in hell anyone (drugged, insane, undead etc), could state such at thing after seeing this ""movie"". Talk about false advertisement. <br /><br />I love a good horror flick and a friend of mine had rented 3 of them but we only had time to watch one. I got to choose which one. Well... That wont happen again I tell you.<br /><br />3 reasons to avoid this film at all costs:<br /><br />- Horrible horrible story/script. It has the same plot as every other zombie/living dead movie ever made, only devoid of all the interesting parts.<br /><br />- The horrible horrible 1st person photography. Reminded me of a 10-min zombie movie me and my friend did when we were 14.<br /><br />- This is not a horror movie. Its a horrible horrible movie in every possible way. <br /><br />3 questions you most certainly will ask yourself after this movie:<br /><br />- Why oh why?! - How the hell did this movie end up on a shelf in my video store? - Can I please have that 1 hour and 15 mins of my life back? <br /><br />(note: Why does IMDb ""name"" a 1 rating as only ""awful""? Giving this movie a 1 is therefor almost an insult to all the awful movies out there.)",unsup,45347_0.txt
58510,train,"This simply blows my mind backwards. With its low budget this film managed to do everything and more than your average classic big budget picture of its time. This is as simple as it can be said a timeless and true classic and one of the best crime/noir films ever produced. My congratulations to director Phil Karlson as well as John Payne and the rest of the fabulous actors who makes this superb film possible. <br /><br />I actually think this film although very overlooked where on the the great noir flicks that launched the entire crime genre cause the mood, the style and the plot can be found in later movies, even the ones made today.<br /><br />9.5/10<br /><br />YOU NEED TO WATCH THIS!!!!",unsup,17660_0.txt
53096,train,"Oh man,""Hausu"" is an extremely weird and grotesque horror parody.It is also supremely stylish and visually mindblowing.The plot of ""House"" is quite easy to describe:seven schoolgirls travel to visit grandmother at her spooky old house.It's not clear whose grandmother she is,as every character in the movie is referred to by a nickname and they all call the old woman Ojii.The house turns out to be a demon that wants to eat them and grandmother is apparently a cat.Words can't describe how positively bizarre this movie is.It plays like the cross between ""Suspiria"" and ""Beetlejuice"".There are plenty scenes of kitschy humour plus some scares for example when one of the girls tries to sneak the watermelon out,she finds a human head down the well instead.One girl is even eaten by a piano in a very gory fashion and the dead victim's fingers are still playing the piano after being bitten off.9 out of 10.",unsup,12788_0.txt
91697,train,"It's not a surprise that Luigi Cozzi, after this movie, never shot a film again (except for two documentaries). This thing is not worth being called a movie (I've directed better films with my friends). The attempt of the director to give the film a photography reminiscent of the chromatic games of Suspiria is simply pathetic, and is nonetheless the better thing of the movie. However this film made me laugh so much with my friends that I should forgive its uselessness and its ugliness. We had a lot of fun. There are two sequences in Paganini Horror (one at the beginning, the other close to the ending) so silly and dumb that you can't do nothing but laugh.. unfortunately the rest of the movie can be quietly trashed away, its boringness is something unbelievable (especially during the music scenes). Maybe this film owes its only appeal to the bad acting of the actors, the principal cause of hilarity. But even the script is wonderful: the invisible barrier is surely the lowest (or highest) moment of the film...",unsup,47529_0.txt
52571,train,"Nightmare on Elm Street Part 2: Freddy's Revenge is the sequel to the horror classic Nightmare on Elm Street. This movie shows Freddy's plan to get back to the real world: to possess a teenager that has a girlfriend who looks just like Meryl Streep. I got to watch this yesterday (well, today) at 4:00 A.M. Even at that time, I wasn't scared. This movie does not scare you- it only has an awful amount of gory/disgusting images. Anyways, it is somehow a good movie. Robert Englund is menacing as Freddy Krueger, which makes it up for the weak performance of the leading actor (which I forgot the name). The scene in the party is really good, with Freddy producing a bloodbath with all the scared ""little kids"". Another great example of non-scary horror movie that kinda works. My next target is the first movie, which I still haven't seen. Well, off to the video store! FINAL GRADE: 7.3/10",unsup,12314_0.txt
81332,train,"In the sequel to the cult horror hit ""Ginger Snaps"", Brigitte(Emily Perkins) finds herself transforming into the same monster that killed her sister. She has been injecting herself with too much monkshood, she o.d's, is mistaken for a junkie and wins herself a trip to the ""Happier Times"" rehab center. There Brigitte meets a young girl named Ghost(Tatiana Maslany)who is a very strange and curious kid and might help Brigitte with the cure. The two of them become very close, almost like sisters even, but now Brigitte has a bigger problem, another werewolf has been stalking her and now he wants to mate. I am probably the biggest fan of Ginger Snaps and I was highly anticipating the sequel. As soon as I saw the opening credits, I knew that I was in for a treat. Emily Perkins was simply amazing, the gore was beautiful and the dark humor and atmosphere were similar to the first one. The makeup was better where as the first Ginger Snaps was more emotional. Of course it wasn't as good as the first one but what sequel ever really is? Like I said, the acting and makeup was awesome and the soundtrack was great too. I also really enjoyed the short but sweet appearances by my beloved Katharine Isabelle as Ginger. The ending was very disappointing though, it kind of ruined the whole movie for me. But if I forget the last 10 minutes, this movie was excellent and almost gave me as much pleasure as the first one. I would give Ginger Snaps II:Unleashed 8/10.",unsup,381_0.txt
61854,train,"Katherine Caldwell is an occult-obsessed southern girl who's awaiting Hungarian Count Alucard (Dracula) to arrive at her father's plantation home in the small town of Dark Oaks. Her father dies on the arrival of Alucard, and she starts sneaking around to meet with him, while her fiancÃ©e Frank follows her around. Soon enough she's secretly marries Alucard and soon becomes one of the undead when there's a confrontation between Frank and Alucard. Local doctor Brewster begins to suspect something is not quite right about Count Alucard and questions Katherine's intentions.<br /><br />Well, this is the first Universal Dracula film that I've watched and it might be a superfluous sequel to the original. Otherwise there's no doubting that this atmospherically Gothic and noir-like b-grade presentation breaths a touch originality in its curiously morbid premise and makes great use of some neatly handled effects involving seeping mist, bat transforming and an emerging coffin from the bottom of a dank swamp. Now that final note was one haunting scene. What it wants to be is nothing but simple fun. Which it gladly fits right into without any problems.<br /><br />Hitting you straight away is Lon Chaney Jr.'s tubby representation of Dracula. Since I haven't seen the other films, it's hard for me to compare him with the likes of Bela Lugosi and John Carradine. I don't mind Chaney Jr. in the creepily stern role, but he does lack that sensually dominating presence and deadly suave one would associate with Dracula. He brings his own little touch to the landmark character with mixed results, but this didn't spoil the film for me in any shape. The rest of the performances were very well rounded and Louise Allbritton is admirably good in her selfishly sly performance of Katherine Caldwell. The perverse sub-plot involving her character is a compelling idea that's fleshed out nicely. Frank Craven is solid as Dr. Brewster and Robert Paige is sympathetically able as the heroine Frank. Curt Siodmak (story) and Eric Taylor (screenplay) cooked up a dark and moody awe from this tragically nightmarish and complex romance tale filled with dreaded suspense and strangely eerie twists. The opening question is not much of a mystery and it isn't played as one either. The smooth flowing script is tightly conceived and the pacing is judge to perfection. These refreshing aspects do go down well with Robert Siodmak's stylishly spooky treatment and surreal set-up in directing many effective moments and visions. Crisp photography and a broodingly cracking music score are handled with precise timing in depicting the film's right vein as well.<br /><br />I really enjoyed myself with this Universal outing and now I look forward into getting amongst the rest of their Dracula features.",unsup,2066_0.txt
20476,test,"I am 17, and a biased Muppet fan, and while I love Treasure Island, Christmas Carol and Great Muppet Caper, The Muppet Movie absolutely deserves to be up there with the best of them. It is enormously entertaining, thanks to the snappy script by Jerry Juhl, and the film looks lovely, with some beautifully staged musical numbers. Speaking of the songs, I really liked them, sure they aren't the best song score out of the Muppet franchise, but they were very nice to listen to, especially Never Before. Never Before is now one of my favourite Muppet songs along with First Time It Happens and Professional Pirate. The Muppets as usual were fantastic, particularly the always delightful Miss Piggy, and the chemistry between Kermit and Fozzie was great. And what a brilliant human cast- from Bob Hope to Orson Welles, from Madeleine Kahn(the same wonderful actress who brought us hilarious movies like What's Up Doc?, Blazing Saddles and Clue) to Cloris Leachman, from Steve Martin to Richard Pryor, all of whom made memorable guest appearances, if careful not to overshadow the Muppets in a fantastic film. 10/10 Bethany Cox",pos,592_10.txt
